Specialist,DIAGNOSIS_CODE,ACTIVITY_CODE,ACTIVITY_COUNT_TOTAL,DIAGNOSIS_CODE_COUNT,ACTIVITY_COUNT_AVG,ACTIVITY_COUNT_STDEV,CareProfile_class_code
RHM,404,089602,1,3,0.3333333,0.2222222,7
RHM,404,190011,1,3,0.3333333,0.2222222,1
RHM,404,190013,1,3,0.3333333,0.2222222,1
RHM,405,039406,1,367,0.002724796,0.002717371,7
RHM,405,039498,1,367,0.002724796,0.002717371,6
RHM,405,070004,1,367,0.002724796,0.002717371,9
RHM,405,070100,1,367,0.002724796,0.002717371,8
RHM,405,070130,4,367,0.01089918,0.01078039,8
RHM,405,070219,1,367,0.002724796,0.002717371,8
RHM,405,070303,1,367,0.002724796,0.002717371,8
RHM,405,070419,26,367,0.07084469,0.06582572,8
RHM,405,070426,10,367,0.02724796,0.02650551,8
RHM,405,070437,2,367,0.005449591,0.005419893,8
RHM,405,070449,2,367,0.005449591,0.005419893,8
RHM,405,070489,1,367,0.002724796,0.002717371,8
RHM,405,070621,11,367,0.02997275,0.02907439,9
RHM,405,070689,26,367,0.07084469,0.06582572,8
RHM,405,070693,2,367,0.005449591,0.005419893,8
RHM,405,070702,26,367,0.07084469,0.06582572,8
RHM,405,070703,24,367,0.06539509,0.06111858,8
RHM,405,070715,26,367,0.07084469,0.06582572,8
RHM,405,070718,10,367,0.02724796,0.02650551,8
RHM,405,071118,1,367,0.002724796,0.002717371,9
RHM,405,071126,1,367,0.002724796,0.002717371,9
RHM,405,072106,1,367,0.002724796,0.002717371,8
RHM,405,072417,14,367,0.03814714,0.03669193,8
RHM,405,072570,1,367,0.002724796,0.002717371,8
RHM,405,072573,11,367,0.02997275,0.02907439,8
RHM,405,072601,10,367,0.02724796,0.02650551,8
RHM,405,072649,3,367,0.008174387,0.008107566,8
RHM,405,074110,1,367,0.002724796,0.002717371,8
RHM,405,074802,11,367,0.02997275,0.02907439,8
RHM,405,074891,25,367,0.06811989,0.06347957,8
RHM,405,074892,1,367,0.002724796,0.002717371,8
RHM,405,074895,2,367,0.005449591,0.005419893,8
RHM,405,074896,12,367,0.03269755,0.03162842,8
RHM,405,077101,1,367,0.002724796,0.002717371,8
RHM,405,077121,26,367,0.07084469,0.06582572,8
RHM,405,083302,1,367,0.002724796,0.002717371,7
RHM,405,084602,10,367,0.02724796,0.02650551,7
RHM,405,085002,2,367,0.005449591,0.005419893,7
RHM,405,089090,1,367,0.002724796,0.002717371,7
RHM,405,089202,2,367,0.005449591,0.005419893,7
RHM,405,089402,4,367,0.01089918,0.01078039,7
RHM,405,089602,9,367,0.02452316,0.02392177,7
RHM,405,120030,3,367,0.008174387,0.008107566,7
RHM,405,190011,18,367,0.04904632,0.04664078,1
RHM,405,190013,20,367,0.05449591,0.05152611,1
RHM,501,038883,1,97,0.01030928,0.010203,4
RHM,501,039445,1,97,0.01030928,0.010203,6
RHM,501,039498,1,97,0.01030928,0.010203,6
RHM,501,070100,1,97,0.01030928,0.010203,8
RHM,501,070116,1,97,0.01030928,0.010203,8
RHM,501,070119,1,97,0.01030928,0.010203,8
RHM,501,070130,4,97,0.04123711,0.03953661,8
RHM,501,070303,1,97,0.01030928,0.010203,8
RHM,501,070402,1,97,0.01030928,0.010203,8
RHM,501,070419,7,97,0.07216495,0.06695717,8
RHM,501,070421,1,97,0.01030928,0.010203,8
RHM,501,070425,1,97,0.01030928,0.010203,8
RHM,501,070426,2,97,0.02061856,0.02019343,8
RHM,501,070442,1,97,0.01030928,0.010203,8
RHM,501,070443,1,97,0.01030928,0.010203,8
RHM,501,070501,1,97,0.01030928,0.010203,9
RHM,501,070621,3,97,0.03092784,0.0299713,9
RHM,501,070689,7,97,0.07216495,0.06695717,8
RHM,501,070702,7,97,0.07216495,0.06695717,8
RHM,501,070703,4,97,0.04123711,0.03953661,8
RHM,501,070715,7,97,0.07216495,0.06695717,8
RHM,501,070718,3,97,0.03092784,0.0299713,8
RHM,501,072106,1,97,0.01030928,0.010203,8
RHM,501,072417,2,97,0.02061856,0.02019343,8
RHM,501,072573,2,97,0.02061856,0.02019343,8
RHM,501,072601,1,97,0.01030928,0.010203,8
RHM,501,074065,1,97,0.01030928,0.010203,8
RHM,501,074802,2,97,0.02061856,0.02019343,8
RHM,501,074891,7,97,0.07216495,0.06695717,8
RHM,501,074896,3,97,0.03092784,0.0299713,8
RHM,501,075043,1,97,0.01030928,0.010203,9
RHM,501,077121,7,97,0.07216495,0.06695717,8
RHM,501,079992,1,97,0.01030928,0.010203,11
RHM,501,084602,1,97,0.01030928,0.010203,7
RHM,501,089402,1,97,0.01030928,0.010203,7
RHM,501,190011,3,97,0.03092784,0.0299713,1
RHM,501,190013,5,97,0.05154639,0.04888936,1
RHM,501,190014,2,97,0.02061856,0.02019343,99
RHM,503,039406,1,87,0.01149425,0.01136214,7
RHM,503,070004,1,87,0.01149425,0.01136214,9
RHM,503,070130,1,87,0.01149425,0.01136214,8
RHM,503,070419,5,87,0.05747126,0.05416832,8
RHM,503,070426,2,87,0.02298851,0.02246003,8
RHM,503,070476,1,87,0.01149425,0.01136214,8
RHM,503,070621,4,87,0.04597701,0.04386313,9
RHM,503,070689,5,87,0.05747126,0.05416832,8
RHM,503,070702,5,87,0.05747126,0.05416832,8
RHM,503,070703,5,87,0.05747126,0.05416832,8
RHM,503,070715,5,87,0.05747126,0.05416832,8
RHM,503,070718,3,87,0.03448276,0.0332937,8
RHM,503,072417,3,87,0.03448276,0.0332937,8
RHM,503,072573,3,87,0.03448276,0.0332937,8
RHM,503,072601,2,87,0.02298851,0.02246003,8
RHM,503,074335,1,87,0.01149425,0.01136214,8
RHM,503,074801,1,87,0.01149425,0.01136214,8
RHM,503,074802,2,87,0.02298851,0.02246003,8
RHM,503,074891,5,87,0.05747126,0.05416832,8
RHM,503,074896,4,87,0.04597701,0.04386313,8
RHM,503,077121,5,87,0.05747126,0.05416832,8
RHM,503,083302,1,87,0.01149425,0.01136214,7
RHM,503,084070,1,87,0.01149425,0.01136214,7
RHM,503,084090,1,87,0.01149425,0.01136214,7
RHM,503,084202,3,87,0.03448276,0.0332937,7
RHM,503,084602,2,87,0.02298851,0.02246003,7
RHM,503,089202,1,87,0.01149425,0.01136214,7
RHM,503,089602,1,87,0.01149425,0.01136214,7
RHM,503,190011,6,87,0.06896552,0.06420927,1
RHM,503,190013,7,87,0.08045977,0.07398599,1
RHM,599,039445,2,21,0.0952381,0.0861678,6
RHM,599,070419,1,21,0.04761905,0.04535148,8
RHM,599,070426,1,21,0.04761905,0.04535148,8
RHM,599,070621,1,21,0.04761905,0.04535148,9
RHM,599,070689,1,21,0.04761905,0.04535148,8
RHM,599,070702,1,21,0.04761905,0.04535148,8
RHM,599,070703,1,21,0.04761905,0.04535148,8
RHM,599,070715,1,21,0.04761905,0.04535148,8
RHM,599,070718,1,21,0.04761905,0.04535148,8
RHM,599,072417,1,21,0.04761905,0.04535148,8
RHM,599,072573,1,21,0.04761905,0.04535148,8
RHM,599,072601,1,21,0.04761905,0.04535148,8
RHM,599,074802,1,21,0.04761905,0.04535148,8
RHM,599,074891,1,21,0.04761905,0.04535148,8
RHM,599,074896,1,21,0.04761905,0.04535148,8
RHM,599,077121,1,21,0.04761905,0.04535148,8
RHM,599,084602,1,21,0.04761905,0.04535148,7
RHM,599,190011,2,21,0.0952381,0.0861678,1
RHM,599,190013,1,21,0.04761905,0.04535148,1
RHM,699,039406,1,28,0.03571429,0.03443877,7
RHM,699,070004,1,28,0.03571429,0.03443877,9
RHM,699,070130,1,28,0.03571429,0.03443877,8
RHM,699,070419,2,28,0.07142857,0.06632653,8
RHM,699,070426,1,28,0.03571429,0.03443877,8
RHM,699,070621,1,28,0.03571429,0.03443877,9
RHM,699,070689,2,28,0.07142857,0.06632653,8
RHM,699,070702,2,28,0.07142857,0.06632653,8
RHM,699,070703,1,28,0.03571429,0.03443877,8
RHM,699,070715,2,28,0.07142857,0.06632653,8
RHM,699,070718,1,28,0.03571429,0.03443877,8
RHM,699,072417,1,28,0.03571429,0.03443877,8
RHM,699,072573,1,28,0.03571429,0.03443877,8
RHM,699,072601,1,28,0.03571429,0.03443877,8
RHM,699,074802,1,28,0.03571429,0.03443877,8
RHM,699,074891,2,28,0.07142857,0.06632653,8
RHM,699,074896,1,28,0.03571429,0.03443877,8
RHM,699,077121,2,28,0.07142857,0.06632653,8
RHM,699,089090,1,28,0.03571429,0.03443877,7
RHM,699,089602,1,28,0.03571429,0.03443877,7
RHM,699,190011,1,28,0.03571429,0.03443877,1
RHM,699,190013,1,28,0.03571429,0.03443877,1
RHM,701,039406,3,759,0.003952569,0.003936946,7
RHM,701,039445,1,759,0.001317523,0.001315787,6
RHM,701,039540,1,759,0.001317523,0.001315787,4
RHM,701,050501,1,759,0.001317523,0.001315787,10
RHM,701,070004,8,759,0.01054018,0.01042909,9
RHM,701,070100,5,759,0.006587615,0.006544218,8
RHM,701,070116,1,759,0.001317523,0.001315787,8
RHM,701,070130,3,759,0.003952569,0.003936946,8
RHM,701,070219,1,759,0.001317523,0.001315787,8
RHM,701,070303,5,759,0.006587615,0.006544218,8
RHM,701,070402,2,759,0.002635046,0.002628103,8
RHM,701,070419,43,759,0.05665349,0.05344388,8
RHM,701,070426,26,759,0.0342556,0.03308215,8
RHM,701,070428,1,759,0.001317523,0.001315787,8
RHM,701,070437,3,759,0.003952569,0.003936946,8
RHM,701,070440,3,759,0.003952569,0.003936946,8
RHM,701,070449,2,759,0.002635046,0.002628103,8
RHM,701,070476,3,759,0.003952569,0.003936946,8
RHM,701,070489,6,759,0.007905139,0.007842647,8
RHM,701,070618,1,759,0.001317523,0.001315787,9
RHM,701,070621,23,759,0.03030303,0.02938476,9
RHM,701,070689,44,759,0.05797102,0.05461038,8
RHM,701,070693,10,759,0.01317523,0.01300164,8
RHM,701,070702,43,759,0.05665349,0.05344388,8
RHM,701,070703,44,759,0.05797102,0.05461038,8
RHM,701,070715,43,759,0.05665349,0.05344388,8
RHM,701,070717,3,759,0.003952569,0.003936946,8
RHM,701,070718,25,759,0.03293808,0.03185316,8
RHM,701,070726,1,759,0.001317523,0.001315787,8
RHM,701,070728,1,759,0.001317523,0.001315787,8
RHM,701,072106,5,759,0.006587615,0.006544218,8
RHM,701,072417,34,759,0.04479579,0.04278912,8
RHM,701,072573,27,759,0.03557312,0.03430768,8
RHM,701,072583,1,759,0.001317523,0.001315787,8
RHM,701,072601,21,759,0.02766798,0.02690247,8
RHM,701,072648,1,759,0.001317523,0.001315787,8
RHM,701,072649,5,759,0.006587615,0.006544218,8
RHM,701,074065,1,759,0.001317523,0.001315787,8
RHM,701,074110,1,759,0.001317523,0.001315787,8
RHM,701,074335,3,759,0.003952569,0.003936946,8
RHM,701,074801,3,759,0.003952569,0.003936946,8
RHM,701,074802,28,759,0.03689064,0.03552973,8
RHM,701,074891,42,759,0.05533597,0.0522739,8
RHM,701,074892,5,759,0.006587615,0.006544218,8
RHM,701,074895,7,759,0.009222661,0.009137603,8
RHM,701,074896,34,759,0.04479579,0.04278912,8
RHM,701,077091,1,759,0.001317523,0.001315787,8
RHM,701,077092,1,759,0.001317523,0.001315787,8
RHM,701,077101,1,759,0.001317523,0.001315787,8
RHM,701,077102,1,759,0.001317523,0.001315787,8
RHM,701,077121,43,759,0.05665349,0.05344388,8
RHM,701,083102,1,759,0.001317523,0.001315787,7
RHM,701,083202,1,759,0.001317523,0.001315787,7
RHM,701,083302,2,759,0.002635046,0.002628103,7
RHM,701,083390,1,759,0.001317523,0.001315787,7
RHM,701,083402,3,759,0.003952569,0.003936946,7
RHM,701,084202,3,759,0.003952569,0.003936946,7
RHM,701,084602,8,759,0.01054018,0.01042909,7
RHM,701,085002,4,759,0.005270092,0.005242318,7
RHM,701,088090,2,759,0.002635046,0.002628103,7
RHM,701,089042,1,759,0.001317523,0.001315787,7
RHM,701,089090,2,759,0.002635046,0.002628103,7
RHM,701,089202,5,759,0.006587615,0.006544218,7
RHM,701,089402,4,759,0.005270092,0.005242318,7
RHM,701,089602,6,759,0.007905139,0.007842647,7
RHM,701,120034,1,759,0.001317523,0.001315787,7
RHM,701,120035,1,759,0.001317523,0.001315787,7
RHM,701,190011,43,759,0.05665349,0.05344388,1
RHM,701,190012,1,759,0.001317523,0.001315787,1
RHM,701,190013,37,759,0.04874835,0.04637195,1
RHM,701,190014,12,759,0.01581028,0.01556031,99
RHM,702,070419,2,29,0.06896552,0.06420927,8
RHM,702,070426,1,29,0.03448276,0.0332937,8
RHM,702,070621,1,29,0.03448276,0.0332937,9
RHM,702,070689,2,29,0.06896552,0.06420927,8
RHM,702,070702,2,29,0.06896552,0.06420927,8
RHM,702,070703,2,29,0.06896552,0.06420927,8
RHM,702,070715,2,29,0.06896552,0.06420927,8
RHM,702,070718,1,29,0.03448276,0.0332937,8
RHM,702,072417,1,29,0.03448276,0.0332937,8
RHM,702,072573,2,29,0.06896552,0.06420927,8
RHM,702,072601,1,29,0.03448276,0.0332937,8
RHM,702,074802,1,29,0.03448276,0.0332937,8
RHM,702,074891,2,29,0.06896552,0.06420927,8
RHM,702,074892,2,29,0.06896552,0.06420927,8
RHM,702,074895,2,29,0.06896552,0.06420927,8
RHM,702,074896,1,29,0.03448276,0.0332937,8
RHM,702,077121,2,29,0.06896552,0.06420927,8
RHM,702,190011,1,29,0.03448276,0.0332937,1
RHM,702,190013,1,29,0.03448276,0.0332937,1
RHM,706,038883,1,50,0.02,0.0196,4
RHM,706,039445,1,50,0.02,0.0196,6
RHM,706,070130,1,50,0.02,0.0196,8
RHM,706,070419,3,50,0.06,0.0564,8
RHM,706,070426,2,50,0.04,0.0384,8
RHM,706,070621,1,50,0.02,0.0196,9
RHM,706,070689,3,50,0.06,0.0564,8
RHM,706,070693,1,50,0.02,0.0196,8
RHM,706,070702,3,50,0.06,0.0564,8
RHM,706,070703,3,50,0.06,0.0564,8
RHM,706,070715,3,50,0.06,0.0564,8
RHM,706,070718,2,50,0.04,0.0384,8
RHM,706,072417,2,50,0.04,0.0384,8
RHM,706,072573,2,50,0.04,0.0384,8
RHM,706,072601,1,50,0.02,0.0196,8
RHM,706,074802,2,50,0.04,0.0384,8
RHM,706,074891,3,50,0.06,0.0564,8
RHM,706,074896,2,50,0.04,0.0384,8
RHM,706,077121,3,50,0.06,0.0564,8
RHM,706,190011,2,50,0.04,0.0384,1
RHM,706,190012,1,50,0.02,0.0196,1
RHM,706,190013,6,50,0.12,0.1056,1
RHM,706,190014,2,50,0.04,0.0384,99
RHM,707,070004,1,196,0.005102041,0.00507601,9
RHM,707,070419,14,196,0.07142857,0.06632653,8
RHM,707,070426,5,196,0.0255102,0.02485943,8
RHM,707,070469,1,196,0.005102041,0.00507601,8
RHM,707,070621,5,196,0.0255102,0.02485943,9
RHM,707,070689,14,196,0.07142857,0.06632653,8
RHM,707,070702,14,196,0.07142857,0.06632653,8
RHM,707,070703,14,196,0.07142857,0.06632653,8
RHM,707,070715,14,196,0.07142857,0.06632653,8
RHM,707,070718,5,196,0.0255102,0.02485943,8
RHM,707,072417,13,196,0.06632653,0.06192732,8
RHM,707,072573,7,196,0.03571429,0.03443877,8
RHM,707,072601,4,196,0.02040816,0.01999167,8
RHM,707,074802,5,196,0.0255102,0.02485943,8
RHM,707,074891,14,196,0.07142857,0.06632653,8
RHM,707,074895,1,196,0.005102041,0.00507601,8
RHM,707,074896,13,196,0.06632653,0.06192732,8
RHM,707,077121,14,196,0.07142857,0.06632653,8
RHM,707,084602,4,196,0.02040816,0.01999167,7
RHM,707,088090,1,196,0.005102041,0.00507601,7
RHM,707,089202,1,196,0.005102041,0.00507601,7
RHM,707,089602,2,196,0.01020408,0.01009996,7
RHM,707,190011,19,196,0.09693877,0.08754165,1
RHM,707,190013,9,196,0.04591837,0.04380987,1
RHM,707,190014,2,196,0.01020408,0.01009996,99
RHM,710,190013,1,1,1,0,1
RHM,716,039540,1,61,0.01639344,0.0161247,4
RHM,716,070004,1,61,0.01639344,0.0161247,9
RHM,716,070100,1,61,0.01639344,0.0161247,8
RHM,716,070303,1,61,0.01639344,0.0161247,8
RHM,716,070419,3,61,0.04918033,0.04676162,8
RHM,716,070426,1,61,0.01639344,0.0161247,8
RHM,716,070476,1,61,0.01639344,0.0161247,8
RHM,716,070489,1,61,0.01639344,0.0161247,8
RHM,716,070621,3,61,0.04918033,0.04676162,9
RHM,716,070656,1,61,0.01639344,0.0161247,8
RHM,716,070689,3,61,0.04918033,0.04676162,8
RHM,716,070693,3,61,0.04918033,0.04676162,8
RHM,716,070702,3,61,0.04918033,0.04676162,8
RHM,716,070703,3,61,0.04918033,0.04676162,8
RHM,716,070715,3,61,0.04918033,0.04676162,8
RHM,716,070718,3,61,0.04918033,0.04676162,8
RHM,716,072106,1,61,0.01639344,0.0161247,8
RHM,716,072417,3,61,0.04918033,0.04676162,8
RHM,716,072573,3,61,0.04918033,0.04676162,8
RHM,716,072601,2,61,0.03278688,0.03171191,8
RHM,716,072648,1,61,0.01639344,0.0161247,8
RHM,716,074802,1,61,0.01639344,0.0161247,8
RHM,716,074891,3,61,0.04918033,0.04676162,8
RHM,716,074892,2,61,0.03278688,0.03171191,8
RHM,716,074896,3,61,0.04918033,0.04676162,8
RHM,716,077121,3,61,0.04918033,0.04676162,8
RHM,716,085002,1,61,0.01639344,0.0161247,7
RHM,716,190011,3,61,0.04918033,0.04676162,1
RHM,716,190013,3,61,0.04918033,0.04676162,1
RHM,801,070004,1,132,0.007575758,0.007518366,9
RHM,801,070100,2,132,0.01515152,0.01492195,8
RHM,801,070116,1,132,0.007575758,0.007518366,8
RHM,801,070303,2,132,0.01515152,0.01492195,8
RHM,801,070419,8,132,0.06060606,0.05693297,8
RHM,801,070426,4,132,0.03030303,0.02938476,8
RHM,801,070489,3,132,0.02272727,0.02221074,8
RHM,801,070621,3,132,0.02272727,0.02221074,9
RHM,801,070689,8,132,0.06060606,0.05693297,8
RHM,801,070693,1,132,0.007575758,0.007518366,8
RHM,801,070702,8,132,0.06060606,0.05693297,8
RHM,801,070703,8,132,0.06060606,0.05693297,8
RHM,801,070715,8,132,0.06060606,0.05693297,8
RHM,801,070718,6,132,0.04545455,0.04338843,8
RHM,801,072106,2,132,0.01515152,0.01492195,8
RHM,801,072417,5,132,0.03787879,0.03644399,8
RHM,801,072573,3,132,0.02272727,0.02221074,8
RHM,801,072601,3,132,0.02272727,0.02221074,8
RHM,801,074110,2,132,0.01515152,0.01492195,8
RHM,801,074802,4,132,0.03030303,0.02938476,8
RHM,801,074891,8,132,0.06060606,0.05693297,8
RHM,801,074892,4,132,0.03030303,0.02938476,8
RHM,801,074895,1,132,0.007575758,0.007518366,8
RHM,801,074896,5,132,0.03787879,0.03644399,8
RHM,801,077121,8,132,0.06060606,0.05693297,8
RHM,801,084070,1,132,0.007575758,0.007518366,7
RHM,801,084402,1,132,0.007575758,0.007518366,7
RHM,801,084602,3,132,0.02272727,0.02221074,7
RHM,801,088090,1,132,0.007575758,0.007518366,7
RHM,801,089202,1,132,0.007575758,0.007518366,7
RHM,801,089602,2,132,0.01515152,0.01492195,7
RHM,801,190011,4,132,0.03030303,0.02938476,1
RHM,801,190013,5,132,0.03787879,0.03644399,1
RHM,801,194155,2,132,0.01515152,0.01492195,12
RHM,801,194156,1,132,0.007575758,0.007518366,12
RHM,801,194161,1,132,0.007575758,0.007518366,12
RHM,801,194162,1,132,0.007575758,0.007518366,12
RHM,801,194164,1,132,0.007575758,0.007518366,12
RHM,802,070419,1,20,0.05,0.0475,8
RHM,802,070426,1,20,0.05,0.0475,8
RHM,802,070476,1,20,0.05,0.0475,8
RHM,802,070621,1,20,0.05,0.0475,9
RHM,802,070689,1,20,0.05,0.0475,8
RHM,802,070693,1,20,0.05,0.0475,8
RHM,802,070702,1,20,0.05,0.0475,8
RHM,802,070703,1,20,0.05,0.0475,8
RHM,802,070715,1,20,0.05,0.0475,8
RHM,802,070718,1,20,0.05,0.0475,8
RHM,802,072417,1,20,0.05,0.0475,8
RHM,802,072573,1,20,0.05,0.0475,8
RHM,802,072601,1,20,0.05,0.0475,8
RHM,802,072648,1,20,0.05,0.0475,8
RHM,802,074802,1,20,0.05,0.0475,8
RHM,802,074891,1,20,0.05,0.0475,8
RHM,802,074896,1,20,0.05,0.0475,8
RHM,802,077121,1,20,0.05,0.0475,8
RHM,802,190011,1,20,0.05,0.0475,1
RHM,802,190013,1,20,0.05,0.0475,1
RHM,803,070419,2,27,0.07407407,0.0685871,8
RHM,803,070426,1,27,0.03703704,0.0356653,8
RHM,803,070621,1,27,0.03703704,0.0356653,9
RHM,803,070689,2,27,0.07407407,0.0685871,8
RHM,803,070702,2,27,0.07407407,0.0685871,8
RHM,803,070703,2,27,0.07407407,0.0685871,8
RHM,803,070715,2,27,0.07407407,0.0685871,8
RHM,803,070718,1,27,0.03703704,0.0356653,8
RHM,803,072417,1,27,0.03703704,0.0356653,8
RHM,803,072573,1,27,0.03703704,0.0356653,8
RHM,803,072601,1,27,0.03703704,0.0356653,8
RHM,803,074802,1,27,0.03703704,0.0356653,8
RHM,803,074891,2,27,0.07407407,0.0685871,8
RHM,803,074896,1,27,0.03703704,0.0356653,8
RHM,803,077121,2,27,0.07407407,0.0685871,8
RHM,803,083302,1,27,0.03703704,0.0356653,7
RHM,803,190011,2,27,0.07407407,0.0685871,1
RHM,803,190013,2,27,0.07407407,0.0685871,1
RHM,804,190009,2,2,1,0,1
URO,09,039881,1,17,0.05882353,0.05536332,6
URO,09,190009,16,17,0.9411765,0.05536332,1
URO,10,035584,2,447,0.004474273,0.004454254,4
URO,10,036036,1,447,0.002237136,0.002232132,5
URO,10,036037,3,447,0.006711409,0.006666366,5
URO,10,036046,1,447,0.002237136,0.002232132,5
URO,10,039492,1,447,0.002237136,0.002232132,7
URO,10,039600,2,447,0.004474273,0.004454254,6
URO,10,039604,1,447,0.002237136,0.002232132,6
URO,10,039605,4,447,0.008948546,0.008868469,6
URO,10,039606,4,447,0.008948546,0.008868469,6
URO,10,039607,4,447,0.008948546,0.008868469,6
URO,10,039680,2,447,0.004474273,0.004454254,6
URO,10,039692,4,447,0.008948546,0.008868469,99
URO,10,039757,4,447,0.008948546,0.008868469,4
URO,10,039860,3,447,0.006711409,0.006666366,4
URO,10,039865,2,447,0.004474273,0.004454254,4
URO,10,050501,5,447,0.01118568,0.01106056,10
URO,10,050503,4,447,0.008948546,0.008868469,10
URO,10,070100,1,447,0.002237136,0.002232132,8
URO,10,070116,8,447,0.01789709,0.01757679,8
URO,10,070303,4,447,0.008948546,0.008868469,8
URO,10,070402,9,447,0.02013423,0.01972884,8
URO,10,070419,33,447,0.0738255,0.0683753,8
URO,10,070421,1,447,0.002237136,0.002232132,8
URO,10,070425,1,447,0.002237136,0.002232132,8
URO,10,070426,1,447,0.002237136,0.002232132,8
URO,10,070442,21,447,0.04697987,0.04477276,8
URO,10,070443,21,447,0.04697987,0.04477276,8
URO,10,070460,1,447,0.002237136,0.002232132,8
URO,10,070468,1,447,0.002237136,0.002232132,8
URO,10,070487,1,447,0.002237136,0.002232132,8
URO,10,070489,10,447,0.02237136,0.02187089,8
URO,10,070604,9,447,0.02013423,0.01972884,8
URO,10,070611,9,447,0.02013423,0.01972884,8
URO,10,070689,8,447,0.01789709,0.01757679,8
URO,10,070702,31,447,0.06935123,0.06454164,8
URO,10,070703,12,447,0.02684564,0.02612495,8
URO,10,070704,1,447,0.002237136,0.002232132,8
URO,10,070707,3,447,0.006711409,0.006666366,8
URO,10,070715,8,447,0.01789709,0.01757679,8
URO,10,070718,1,447,0.002237136,0.002232132,8
URO,10,072106,1,447,0.002237136,0.002232132,8
URO,10,072417,7,447,0.01565995,0.01541472,8
URO,10,072621,5,447,0.01118568,0.01106056,8
URO,10,072893,1,447,0.002237136,0.002232132,11
URO,10,074065,1,447,0.002237136,0.002232132,8
URO,10,074110,4,447,0.008948546,0.008868469,8
URO,10,074251,1,447,0.002237136,0.002232132,8
URO,10,074802,1,447,0.002237136,0.002232132,8
URO,10,074891,10,447,0.02237136,0.02187089,8
URO,10,074892,9,447,0.02013423,0.01972884,8
URO,10,074895,2,447,0.004474273,0.004454254,8
URO,10,074896,13,447,0.02908277,0.02823697,8
URO,10,074899,1,447,0.002237136,0.002232132,8
URO,10,075042,1,447,0.002237136,0.002232132,9
URO,10,075044,3,447,0.006711409,0.006666366,9
URO,10,076871,3,447,0.006711409,0.006666366,8
URO,10,077121,18,447,0.04026845,0.03864691,8
URO,10,077371,1,447,0.002237136,0.002232132,8
URO,10,079992,3,447,0.006711409,0.006666366,11
URO,10,080047,1,447,0.002237136,0.002232132,4
URO,10,080077,1,447,0.002237136,0.002232132,4
URO,10,085002,6,447,0.01342282,0.01324265,7
URO,10,085042,4,447,0.008948546,0.008868469,7
URO,10,087042,9,447,0.02013423,0.01972884,7
URO,10,087070,11,447,0.0246085,0.02400292,7
URO,10,120030,2,447,0.004474273,0.004454254,7
URO,10,190009,1,447,0.002237136,0.002232132,1
URO,10,190011,21,447,0.04697987,0.04477276,1
URO,10,190012,1,447,0.002237136,0.002232132,1
URO,10,190013,39,447,0.08724833,0.07963605,1
URO,10,190015,1,447,0.002237136,0.002232132,89
URO,10,190021,5,447,0.01118568,0.01106056,99
URO,10,190035,4,447,0.008948546,0.008868469,2
URO,10,190204,9,447,0.02013423,0.01972884,3
URO,10,190370,3,447,0.006711409,0.006666366,15
URO,10,192850,2,447,0.004474273,0.004454254,12
URO,11,036194,5,342,0.01461988,0.01440614,6
URO,11,039605,5,342,0.01461988,0.01440614,6
URO,11,039606,5,342,0.01461988,0.01440614,6
URO,11,039607,5,342,0.01461988,0.01440614,6
URO,11,039680,3,342,0.00877193,0.008694983,6
URO,11,039691,4,342,0.01169591,0.01155911,99
URO,11,039837,1,342,0.002923977,0.002915427,4
URO,11,039860,2,342,0.005847953,0.005813755,4
URO,11,039865,2,342,0.005847953,0.005813755,4
URO,11,050501,2,342,0.005847953,0.005813755,10
URO,11,070100,8,342,0.02339181,0.02284464,8
URO,11,070116,7,342,0.02046784,0.0200489,8
URO,11,070119,6,342,0.01754386,0.01723607,8
URO,11,070130,1,342,0.002923977,0.002915427,8
URO,11,070303,17,342,0.0497076,0.04723676,8
URO,11,070307,6,342,0.01754386,0.01723607,8
URO,11,070402,7,342,0.02046784,0.0200489,8
URO,11,070419,13,342,0.0380117,0.03656681,8
URO,11,070426,6,342,0.01754386,0.01723607,8
URO,11,070442,8,342,0.02339181,0.02284464,8
URO,11,070443,8,342,0.02339181,0.02284464,8
URO,11,070489,6,342,0.01754386,0.01723607,8
URO,11,070507,1,342,0.002923977,0.002915427,9
URO,11,070604,2,342,0.005847953,0.005813755,8
URO,11,070611,2,342,0.005847953,0.005813755,8
URO,11,070689,7,342,0.02046784,0.0200489,8
URO,11,070702,7,342,0.02046784,0.0200489,8
URO,11,070715,6,342,0.01754386,0.01723607,8
URO,11,072106,8,342,0.02339181,0.02284464,8
URO,11,072417,6,342,0.01754386,0.01723607,8
URO,11,072621,1,342,0.002923977,0.002915427,8
URO,11,074110,6,342,0.01754386,0.01723607,8
URO,11,074801,1,342,0.002923977,0.002915427,8
URO,11,074802,6,342,0.01754386,0.01723607,8
URO,11,074891,6,342,0.01754386,0.01723607,8
URO,11,074892,6,342,0.01754386,0.01723607,8
URO,11,074895,6,342,0.01754386,0.01723607,8
URO,11,074896,6,342,0.01754386,0.01723607,8
URO,11,075042,6,342,0.01754386,0.01723607,9
URO,11,075045,3,342,0.00877193,0.008694983,9
URO,11,077121,7,342,0.02046784,0.0200489,8
URO,11,078041,1,342,0.002923977,0.002915427,8
URO,11,079017,1,342,0.002923977,0.002915427,8
URO,11,079992,5,342,0.01461988,0.01440614,11
