Specialist,DIAGNOSIS_CODE,ACTIVITY_CODE,ACTIVITY_COUNT_TOTAL,DIAGNOSIS_CODE_COUNT,ACTIVITY_COUNT_AVG,ACTIVITY_COUNT_STDEV,CareProfile_class_code
CHI,327,070489,28,1364,0.02052786,0.02010647,8
CHI,327,070501,5,1364,0.003665689,0.003652252,9
CHI,327,070507,8,1364,0.005865103,0.005830703,9
CHI,327,070604,20,1364,0.01466276,0.01444776,8
CHI,327,070611,20,1364,0.01466276,0.01444776,8
CHI,327,070689,76,1364,0.05571847,0.05261393,8
CHI,327,070702,75,1364,0.05498534,0.05196195,8
CHI,327,070703,22,1364,0.01612903,0.01586889,8
CHI,327,070707,5,1364,0.003665689,0.003652252,8
CHI,327,070715,74,1364,0.0542522,0.0513089,8
CHI,327,072106,19,1364,0.01392962,0.01373558,8
CHI,327,072410,3,1364,0.002199413,0.002194576,8
CHI,327,072414,4,1364,0.002932551,0.002923951,8
CHI,327,072417,28,1364,0.02052786,0.02010647,8
CHI,327,072893,5,1364,0.003665689,0.003652252,11
CHI,327,074065,2,1364,0.001466276,0.001464126,8
CHI,327,074110,27,1364,0.01979472,0.01940289,8
CHI,327,074801,3,1364,0.002199413,0.002194576,8
CHI,327,074802,33,1364,0.02419355,0.02360822,8
CHI,327,074891,27,1364,0.01979472,0.01940289,8
CHI,327,074892,27,1364,0.01979472,0.01940289,8
CHI,327,074895,16,1364,0.01173021,0.01159261,8
CHI,327,074896,29,1364,0.021261,0.02080897,8
CHI,327,074899,1,1364,0.0007331378,0.0007326003,8
CHI,327,075042,2,1364,0.001466276,0.001464126,9
CHI,327,075043,8,1364,0.005865103,0.005830703,9
CHI,327,075044,7,1364,0.005131965,0.005105628,9
CHI,327,075045,9,1364,0.006598241,0.006554704,9
CHI,327,076871,5,1364,0.003665689,0.003652252,8
CHI,327,077121,81,1364,0.05938416,0.05585768,8
CHI,327,077371,2,1364,0.001466276,0.001464126,8
CHI,327,079992,5,1364,0.003665689,0.003652252,11
CHI,327,080077,1,1364,0.0007331378,0.0007326003,4
CHI,327,085002,5,1364,0.003665689,0.003652252,7
CHI,327,087042,13,1364,0.009530792,0.009439955,7
CHI,327,087070,15,1364,0.01099707,0.01087613,7
CHI,327,087511,3,1364,0.002199413,0.002194576,7
CHI,327,190009,1,1364,0.0007331378,0.0007326003,1
CHI,327,190011,22,1364,0.01612903,0.01586889,1
CHI,327,190012,4,1364,0.002932551,0.002923951,1
CHI,327,190013,56,1364,0.04105572,0.03937015,1
CHI,327,190014,2,1364,0.001466276,0.001464126,99
CHI,327,190015,20,1364,0.01466276,0.01444776,89
CHI,327,190021,15,1364,0.01099707,0.01087613,99
CHI,327,190035,2,1364,0.001466276,0.001464126,2
CHI,327,190204,25,1364,0.01832845,0.01799251,3
CHI,327,190369,1,1364,0.0007331378,0.0007326003,13
CHI,327,190370,5,1364,0.003665689,0.003652252,15
CHI,327,190404,1,1364,0.0007331378,0.0007326003,15
CHI,327,192850,14,1364,0.01026393,0.01015858,12
CHI,328,034503,1,948,0.001054852,0.00105374,5
CHI,328,034620,1,948,0.001054852,0.00105374,4
CHI,328,034638,2,948,0.002109705,0.002105254,5
CHI,328,034880,2,948,0.002109705,0.002105254,5
CHI,328,035512,1,948,0.001054852,0.00105374,5
CHI,328,035588,1,948,0.001054852,0.00105374,5
CHI,328,038940,1,948,0.001054852,0.00105374,99
CHI,328,039600,2,948,0.002109705,0.002105254,6
CHI,328,039603,2,948,0.002109705,0.002105254,6
CHI,328,039605,5,948,0.005274262,0.005246444,6
CHI,328,039606,5,948,0.005274262,0.005246444,6
CHI,328,039607,5,948,0.005274262,0.005246444,6
CHI,328,039680,9,948,0.00949367,0.009403541,6
CHI,328,039757,2,948,0.002109705,0.002105254,4
CHI,328,050501,5,948,0.005274262,0.005246444,10
CHI,328,050503,1,948,0.001054852,0.00105374,10
CHI,328,070100,12,948,0.01265823,0.012498,8
CHI,328,070116,31,948,0.03270042,0.0316311,8
CHI,328,070119,13,948,0.01371308,0.01352503,8
CHI,328,070219,1,948,0.001054852,0.00105374,8
CHI,328,070303,12,948,0.01265823,0.012498,8
CHI,328,070307,12,948,0.01265823,0.012498,8
CHI,328,070402,35,948,0.03691983,0.03555676,8
CHI,328,070419,49,948,0.05168776,0.04901614,8
CHI,328,070421,9,948,0.00949367,0.009403541,8
CHI,328,070425,5,948,0.005274262,0.005246444,8
CHI,328,070426,22,948,0.02320675,0.0226682,8
CHI,328,070442,53,948,0.05590717,0.05278156,8
CHI,328,070443,53,948,0.05590717,0.05278156,8
CHI,328,070460,5,948,0.005274262,0.005246444,8
CHI,328,070468,6,948,0.006329114,0.006289056,8
CHI,328,070469,4,948,0.004219409,0.004201606,8
CHI,328,070487,1,948,0.001054852,0.00105374,8
CHI,328,070489,24,948,0.02531646,0.02467553,8
CHI,328,070496,1,948,0.001054852,0.00105374,8
CHI,328,070501,2,948,0.002109705,0.002105254,9
CHI,328,070507,1,948,0.001054852,0.00105374,9
CHI,328,070604,11,948,0.01160338,0.01146874,8
CHI,328,070611,11,948,0.01160338,0.01146874,8
CHI,328,070689,50,948,0.05274262,0.04996083,8
CHI,328,070702,48,948,0.05063291,0.04806922,8
CHI,328,070703,14,948,0.01476793,0.01454984,8
CHI,328,070707,6,948,0.006329114,0.006289056,8
CHI,328,070715,43,948,0.04535865,0.04330124,8
CHI,328,070717,1,948,0.001054852,0.00105374,8
CHI,328,070718,1,948,0.001054852,0.00105374,8
CHI,328,071118,1,948,0.001054852,0.00105374,9
CHI,328,071120,1,948,0.001054852,0.00105374,9
CHI,328,071126,1,948,0.001054852,0.00105374,9
CHI,328,072106,12,948,0.01265823,0.012498,8
CHI,328,072410,2,948,0.002109705,0.002105254,8
CHI,328,072414,5,948,0.005274262,0.005246444,8
CHI,328,072417,25,948,0.02637131,0.02567586,8
CHI,328,072601,1,948,0.001054852,0.00105374,8
CHI,328,072604,1,948,0.001054852,0.00105374,8
CHI,328,072893,3,948,0.003164557,0.003154543,11
CHI,328,074110,23,948,0.0242616,0.02367298,8
CHI,328,074251,1,948,0.001054852,0.00105374,8
CHI,328,074801,5,948,0.005274262,0.005246444,8
CHI,328,074802,23,948,0.0242616,0.02367298,8
CHI,328,074891,24,948,0.02531646,0.02467553,8
CHI,328,074892,23,948,0.0242616,0.02367298,8
CHI,328,074895,14,948,0.01476793,0.01454984,8
CHI,328,074896,25,948,0.02637131,0.02567586,8
CHI,328,074899,3,948,0.003164557,0.003154543,8
CHI,328,075042,4,948,0.004219409,0.004201606,9
CHI,328,075043,2,948,0.002109705,0.002105254,9
CHI,328,075044,3,948,0.003164557,0.003154543,9
CHI,328,075045,1,948,0.001054852,0.00105374,9
CHI,328,076871,2,948,0.002109705,0.002105254,8
CHI,328,077121,51,948,0.05379747,0.0509033,8
CHI,328,077371,1,948,0.001054852,0.00105374,8
CHI,328,078041,2,948,0.002109705,0.002105254,8
CHI,328,079992,2,948,0.002109705,0.002105254,11
CHI,328,080077,1,948,0.001054852,0.00105374,4
CHI,328,085002,9,948,0.00949367,0.009403541,7
CHI,328,087002,2,948,0.002109705,0.002105254,7
CHI,328,087042,9,948,0.00949367,0.009403541,7
CHI,328,087070,5,948,0.005274262,0.005246444,7
CHI,328,089202,1,948,0.001054852,0.00105374,7
CHI,328,089402,1,948,0.001054852,0.00105374,7
CHI,328,190009,2,948,0.002109705,0.002105254,1
CHI,328,190011,10,948,0.01054852,0.01043725,1
CHI,328,190012,3,948,0.003164557,0.003154543,1
CHI,328,190013,10,948,0.01054852,0.01043725,1
CHI,328,190015,11,948,0.01160338,0.01146874,89
CHI,328,190021,9,948,0.00949367,0.009403541,99
CHI,328,190035,1,948,0.001054852,0.00105374,2
CHI,328,190204,23,948,0.0242616,0.02367298,3
CHI,328,190370,2,948,0.002109705,0.002105254,15
CHI,328,192850,7,948,0.007383966,0.007329443,12
CHI,329,034564,1,1051,0.0009514748,0.0009505695,5
CHI,329,034620,2,1051,0.00190295,0.001899328,4
CHI,329,034638,1,1051,0.0009514748,0.0009505695,5
CHI,329,034686,1,1051,0.0009514748,0.0009505695,4
CHI,329,034693,2,1051,0.00190295,0.001899328,4
CHI,329,034738,2,1051,0.00190295,0.001899328,5
CHI,329,034752,2,1051,0.00190295,0.001899328,5
CHI,329,034832,1,1051,0.0009514748,0.0009505695,5
CHI,329,034850,1,1051,0.0009514748,0.0009505695,5
CHI,329,035136,1,1051,0.0009514748,0.0009505695,5
CHI,329,038911,1,1051,0.0009514748,0.0009505695,5
CHI,329,039600,1,1051,0.0009514748,0.0009505695,6
CHI,329,039603,1,1051,0.0009514748,0.0009505695,6
CHI,329,039604,1,1051,0.0009514748,0.0009505695,6
CHI,329,039605,5,1051,0.004757374,0.004734742,6
CHI,329,039606,5,1051,0.004757374,0.004734742,6
CHI,329,039607,5,1051,0.004757374,0.004734742,6
CHI,329,039680,13,1051,0.01236917,0.01221618,6
CHI,329,039692,3,1051,0.002854424,0.002846277,99
CHI,329,039757,4,1051,0.003805899,0.003791414,4
CHI,329,039775,1,1051,0.0009514748,0.0009505695,4
CHI,329,050501,5,1051,0.004757374,0.004734742,10
CHI,329,070001,2,1051,0.00190295,0.001899328,9
CHI,329,070100,13,1051,0.01236917,0.01221618,8
CHI,329,070116,29,1051,0.02759277,0.02683141,8
CHI,329,070119,13,1051,0.01236917,0.01221618,8
CHI,329,070303,13,1051,0.01236917,0.01221618,8
CHI,329,070307,13,1051,0.01236917,0.01221618,8
CHI,329,070402,19,1051,0.01807802,0.01775121,8
CHI,329,070419,48,1051,0.04567079,0.04358497,8
CHI,329,070421,8,1051,0.007611798,0.007553859,8
CHI,329,070425,1,1051,0.0009514748,0.0009505695,8
CHI,329,070426,23,1051,0.02188392,0.02140501,8
CHI,329,070442,59,1051,0.05613701,0.05298565,8
CHI,329,070443,59,1051,0.05613701,0.05298565,8
CHI,329,070460,1,1051,0.0009514748,0.0009505695,8
CHI,329,070469,7,1051,0.006660324,0.006615964,8
CHI,329,070487,1,1051,0.0009514748,0.0009505695,8
CHI,329,070489,22,1051,0.02093245,0.02049428,8
CHI,329,070501,1,1051,0.0009514748,0.0009505695,9
CHI,329,070505,2,1051,0.00190295,0.001899328,9
CHI,329,070507,3,1051,0.002854424,0.002846277,9
CHI,329,070604,19,1051,0.01807802,0.01775121,8
CHI,329,070611,19,1051,0.01807802,0.01775121,8
CHI,329,070689,56,1051,0.05328259,0.05044355,8
CHI,329,070702,60,1051,0.05708849,0.05382939,8
CHI,329,070703,11,1051,0.01046622,0.01035668,8
CHI,329,070707,17,1051,0.01617507,0.01591344,8
CHI,329,070715,50,1051,0.04757374,0.04531048,8
CHI,329,070737,8,1051,0.007611798,0.007553859,8
CHI,329,071118,1,1051,0.0009514748,0.0009505695,9
CHI,329,071137,1,1051,0.0009514748,0.0009505695,9
CHI,329,072106,13,1051,0.01236917,0.01221618,8
CHI,329,072417,24,1051,0.02283539,0.02231394,8
CHI,329,072573,1,1051,0.0009514748,0.0009505695,8
CHI,329,072630,1,1051,0.0009514748,0.0009505695,8
CHI,329,072893,6,1051,0.005708849,0.005676258,11
CHI,329,074110,22,1051,0.02093245,0.02049428,8
CHI,329,074801,4,1051,0.003805899,0.003791414,8
CHI,329,074802,23,1051,0.02188392,0.02140501,8
CHI,329,074891,22,1051,0.02093245,0.02049428,8
CHI,329,074892,22,1051,0.02093245,0.02049428,8
CHI,329,074895,17,1051,0.01617507,0.01591344,8
CHI,329,074896,24,1051,0.02283539,0.02231394,8
CHI,329,074899,1,1051,0.0009514748,0.0009505695,8
CHI,329,075041,2,1051,0.00190295,0.001899328,9
CHI,329,075042,2,1051,0.00190295,0.001899328,9
CHI,329,075043,5,1051,0.004757374,0.004734742,9
CHI,329,075044,4,1051,0.003805899,0.003791414,9
CHI,329,075045,3,1051,0.002854424,0.002846277,9
CHI,329,076871,2,1051,0.00190295,0.001899328,8
CHI,329,077121,60,1051,0.05708849,0.05382939,8
CHI,329,077371,5,1051,0.004757374,0.004734742,8
CHI,329,078041,4,1051,0.003805899,0.003791414,8
CHI,329,085002,4,1051,0.003805899,0.003791414,7
CHI,329,087042,10,1051,0.009514748,0.009424217,7
CHI,329,087063,1,1051,0.0009514748,0.0009505695,7
CHI,329,087070,9,1051,0.008563273,0.008489943,7
CHI,329,087090,2,1051,0.00190295,0.001899328,7
CHI,329,089070,1,1051,0.0009514748,0.0009505695,7
CHI,329,089202,1,1051,0.0009514748,0.0009505695,7
CHI,329,190009,2,1051,0.00190295,0.001899328,1
CHI,329,190011,25,1051,0.02378687,0.02322106,1
CHI,329,190012,2,1051,0.00190295,0.001899328,1
CHI,329,190013,33,1051,0.03139867,0.03041279,1
CHI,329,190014,2,1051,0.00190295,0.001899328,99
CHI,329,190015,14,1051,0.01332065,0.01314321,89
CHI,329,190021,11,1051,0.01046622,0.01035668,99
CHI,329,190129,1,1051,0.0009514748,0.0009505695,18
CHI,329,190204,14,1051,0.01332065,0.01314321,3
CHI,329,190370,2,1051,0.00190295,0.001899328,15
CHI,329,192850,12,1051,0.0114177,0.01128733,12
CHI,332,034531,2,437,0.004576659,0.004555713,5
CHI,332,034620,2,437,0.004576659,0.004555713,4
CHI,332,035320,1,437,0.002288329,0.002283093,5
CHI,332,035350,1,437,0.002288329,0.002283093,5
CHI,332,035430,1,437,0.002288329,0.002283093,5
CHI,332,039096,1,437,0.002288329,0.002283093,4
CHI,332,039600,3,437,0.006864989,0.006817861,6
CHI,332,039603,1,437,0.002288329,0.002283093,6
CHI,332,039604,1,437,0.002288329,0.002283093,6
CHI,332,039605,3,437,0.006864989,0.006817861,6
CHI,332,039606,3,437,0.006864989,0.006817861,6
CHI,332,039607,2,437,0.004576659,0.004555713,6
CHI,332,039678,1,437,0.002288329,0.002283093,99
CHI,332,039680,3,437,0.006864989,0.006817861,6
CHI,332,039682,1,437,0.002288329,0.002283093,6
CHI,332,039692,2,437,0.004576659,0.004555713,99
CHI,332,039757,2,437,0.004576659,0.004555713,4
CHI,332,050501,2,437,0.004576659,0.004555713,10
CHI,332,050503,1,437,0.002288329,0.002283093,10
CHI,332,070100,3,437,0.006864989,0.006817861,8
CHI,332,070116,13,437,0.02974828,0.02886332,8
CHI,332,070303,3,437,0.006864989,0.006817861,8
CHI,332,070307,1,437,0.002288329,0.002283093,8
CHI,332,070402,47,437,0.1075515,0.09598417,8
CHI,332,070419,20,437,0.04576659,0.04367201,8
CHI,332,070421,9,437,0.02059497,0.02017081,8
CHI,332,070425,3,437,0.006864989,0.006817861,8
CHI,332,070426,13,437,0.02974828,0.02886332,8
CHI,332,070442,39,437,0.08924485,0.08128021,8
CHI,332,070443,39,437,0.08924485,0.08128021,8
CHI,332,070460,4,437,0.009153318,0.009069535,8
CHI,332,070468,1,437,0.002288329,0.002283093,8
CHI,332,070469,6,437,0.01372998,0.01354146,8
CHI,332,070489,5,437,0.01144165,0.01131074,8
CHI,332,070501,2,437,0.004576659,0.004555713,9
CHI,332,070507,3,437,0.006864989,0.006817861,9
CHI,332,070604,6,437,0.01372998,0.01354146,8
CHI,332,070611,6,437,0.01372998,0.01354146,8
CHI,332,070689,10,437,0.0228833,0.02235965,8
CHI,332,070702,23,437,0.05263158,0.04986149,8
CHI,332,070703,11,437,0.02517162,0.02453801,8
CHI,332,070715,18,437,0.04118993,0.03949332,8
CHI,332,072106,3,437,0.006864989,0.006817861,8
CHI,332,072410,1,437,0.002288329,0.002283093,8
CHI,332,072414,2,437,0.004576659,0.004555713,8
CHI,332,072417,8,437,0.01830664,0.0179715,8
CHI,332,074065,1,437,0.002288329,0.002283093,8
CHI,332,074110,5,437,0.01144165,0.01131074,8
CHI,332,074802,12,437,0.02745995,0.02670591,8
CHI,332,074891,5,437,0.01144165,0.01131074,8
CHI,332,074892,5,437,0.01144165,0.01131074,8
CHI,332,074896,8,437,0.01830664,0.0179715,8
CHI,332,075042,3,437,0.006864989,0.006817861,9
CHI,332,075043,1,437,0.002288329,0.002283093,9
CHI,332,075044,1,437,0.002288329,0.002283093,9
CHI,332,075045,3,437,0.006864989,0.006817861,9
CHI,332,076871,3,437,0.006864989,0.006817861,8
CHI,332,077121,19,437,0.04347826,0.0415879,8
CHI,332,085002,2,437,0.004576659,0.004555713,7
CHI,332,087042,1,437,0.002288329,0.002283093,7
CHI,332,087063,1,437,0.002288329,0.002283093,7
CHI,332,087090,1,437,0.002288329,0.002283093,7
CHI,332,120280,1,437,0.002288329,0.002283093,7
CHI,332,120311,1,437,0.002288329,0.002283093,7
CHI,332,190009,2,437,0.004576659,0.004555713,1
CHI,332,190011,4,437,0.009153318,0.009069535,1
CHI,332,190013,9,437,0.02059497,0.02017081,1
CHI,332,190014,1,437,0.002288329,0.002283093,99
CHI,332,190021,2,437,0.004576659,0.004555713,99
CHI,332,190204,3,437,0.006864989,0.006817861,3
CHI,332,190370,3,437,0.006864989,0.006817861,15
CHI,332,192850,8,437,0.01830664,0.0179715,12
CHI,333,033605,1,1039,0.0009624639,0.0009615376,5
CHI,333,034620,1,1039,0.0009624639,0.0009615376,4
CHI,333,034686,6,1039,0.005774783,0.005741435,4
CHI,333,034733,1,1039,0.0009624639,0.0009615376,5
CHI,333,034738,4,1039,0.003849856,0.003835034,5
CHI,333,034752,3,1039,0.002887392,0.002879055,5
CHI,333,034833,1,1039,0.0009624639,0.0009615376,5
CHI,333,034910,1,1039,0.0009624639,0.0009615376,5
CHI,333,039096,1,1039,0.0009624639,0.0009615376,4
CHI,333,039600,5,1039,0.00481232,0.004789161,6
CHI,333,039603,1,1039,0.0009624639,0.0009615376,6
CHI,333,039604,3,1039,0.002887392,0.002879055,6
CHI,333,039605,8,1039,0.007699711,0.007640426,6
CHI,333,039606,8,1039,0.007699711,0.007640426,6
CHI,333,039607,6,1039,0.005774783,0.005741435,6
CHI,333,039680,2,1039,0.001924928,0.001921222,6
CHI,333,039682,1,1039,0.0009624639,0.0009615376,6
CHI,333,039692,6,1039,0.005774783,0.005741435,99
CHI,333,039757,4,1039,0.003849856,0.003835034,4
CHI,333,039939,2,1039,0.001924928,0.001921222,6
CHI,333,050501,11,1039,0.0105871,0.01047502,10
CHI,333,050503,2,1039,0.001924928,0.001921222,10
CHI,333,050512,1,1039,0.0009624639,0.0009615376,10
CHI,333,050513,1,1039,0.0009624639,0.0009615376,10
CHI,333,070100,3,1039,0.002887392,0.002879055,8
CHI,333,070116,28,1039,0.02694899,0.02622274,8
CHI,333,070119,1,1039,0.0009624639,0.0009615376,8
CHI,333,070303,3,1039,0.002887392,0.002879055,8
CHI,333,070307,1,1039,0.0009624639,0.0009615376,8
CHI,333,070402,29,1039,0.02791145,0.0271324,8
CHI,333,070419,42,1039,0.04042348,0.03878943,8
CHI,333,070421,18,1039,0.01732435,0.01702422,8
CHI,333,070425,1,1039,0.0009624639,0.0009615376,8
CHI,333,070426,23,1039,0.02213667,0.02164664,8
CHI,333,070442,48,1039,0.04619827,0.04406399,8
CHI,333,070443,48,1039,0.04619827,0.04406399,8
CHI,333,070460,1,1039,0.0009624639,0.0009615376,8
CHI,333,070468,1,1039,0.0009624639,0.0009615376,8
CHI,333,070469,16,1039,0.01539942,0.01516228,8
CHI,333,070476,1,1039,0.0009624639,0.0009615376,8
CHI,333,070487,1,1039,0.0009624639,0.0009615376,8
CHI,333,070489,27,1039,0.02598653,0.02531123,8
CHI,333,070501,3,1039,0.002887392,0.002879055,9
CHI,333,070505,1,1039,0.0009624639,0.0009615376,9
CHI,333,070507,4,1039,0.003849856,0.003835034,9
CHI,333,070604,20,1039,0.01924928,0.01887874,8
CHI,333,070611,20,1039,0.01924928,0.01887874,8
CHI,333,070689,37,1039,0.03561116,0.03434301,8
CHI,333,070702,68,1039,0.06544755,0.06116416,8
CHI,333,070703,19,1039,0.01828681,0.01795241,8
CHI,333,070707,7,1039,0.006737248,0.006691857,8
CHI,333,070715,41,1039,0.03946102,0.03790385,8
CHI,333,070717,1,1039,0.0009624639,0.0009615376,8
CHI,333,070718,2,1039,0.001924928,0.001921222,8
CHI,333,071118,1,1039,0.0009624639,0.0009615376,9
CHI,333,072106,3,1039,0.002887392,0.002879055,8
CHI,333,072410,4,1039,0.003849856,0.003835034,8
CHI,333,072414,4,1039,0.003849856,0.003835034,8
CHI,333,072417,28,1039,0.02694899,0.02622274,8
CHI,333,072583,2,1039,0.001924928,0.001921222,8
CHI,333,072621,1,1039,0.0009624639,0.0009615376,8
CHI,333,072630,45,1039,0.04331088,0.04143504,8
CHI,333,072893,3,1039,0.002887392,0.002879055,11
CHI,333,074065,2,1039,0.001924928,0.001921222,8
CHI,333,074110,27,1039,0.02598653,0.02531123,8
CHI,333,074801,1,1039,0.0009624639,0.0009615376,8
CHI,333,074802,21,1039,0.02021174,0.01980323,8
CHI,333,074891,27,1039,0.02598653,0.02531123,8
CHI,333,074892,26,1039,0.02502406,0.02439786,8
CHI,333,074895,1,1039,0.0009624639,0.0009615376,8
CHI,333,074896,29,1039,0.02791145,0.0271324,8
CHI,333,075042,5,1039,0.00481232,0.004789161,9
CHI,333,075043,2,1039,0.001924928,0.001921222,9
CHI,333,075044,5,1039,0.00481232,0.004789161,9
CHI,333,075045,4,1039,0.003849856,0.003835034,9
CHI,333,076871,7,1039,0.006737248,0.006691857,8
CHI,333,077121,50,1039,0.0481232,0.04580735,8
CHI,333,077371,1,1039,0.0009624639,0.0009615376,8
CHI,333,078041,1,1039,0.0009624639,0.0009615376,8
CHI,333,079001,1,1039,0.0009624639,0.0009615376,8
CHI,333,085002,9,1039,0.008662175,0.008587142,7
CHI,333,085042,5,1039,0.00481232,0.004789161,7
CHI,333,086902,1,1039,0.0009624639,0.0009615376,7
CHI,333,086970,1,1039,0.0009624639,0.0009615376,7
CHI,333,087042,8,1039,0.007699711,0.007640426,7
CHI,333,087070,14,1039,0.0134745,0.01329293,7
CHI,333,190009,1,1039,0.0009624639,0.0009615376,1
CHI,333,190011,21,1039,0.02021174,0.01980323,1
CHI,333,190012,1,1039,0.0009624639,0.0009615376,1
CHI,333,190013,36,1039,0.0346487,0.03344817,1
CHI,333,190014,6,1039,0.005774783,0.005741435,99
CHI,333,190015,1,1039,0.0009624639,0.0009615376,89
CHI,333,190021,7,1039,0.006737248,0.006691857,99
CHI,333,190035,1,1039,0.0009624639,0.0009615376,2
CHI,333,190204,15,1039,0.01443696,0.01422853,3
CHI,333,190370,7,1039,0.006737248,0.006691857,15
CHI,333,192850,9,1039,0.008662175,0.008587142,12
CHI,334,034686,2,317,0.006309148,0.006269343,4
CHI,334,034738,1,317,0.003154574,0.003144623,5
CHI,334,035025,3,317,0.009463723,0.00937416,5
CHI,334,039600,3,317,0.009463723,0.00937416,6
CHI,334,039605,4,317,0.0126183,0.01245908,6
CHI,334,039606,4,317,0.0126183,0.01245908,6
CHI,334,039607,4,317,0.0126183,0.01245908,6
CHI,334,039680,4,317,0.0126183,0.01245908,6
CHI,334,039692,4,317,0.0126183,0.01245908,99
CHI,334,039757,4,317,0.0126183,0.01245908,4
CHI,334,050501,5,317,0.01577287,0.01552409,10
CHI,334,050512,1,317,0.003154574,0.003144623,10
CHI,334,070116,7,317,0.02208202,0.0215944,8
CHI,334,070130,1,317,0.003154574,0.003144623,8
CHI,334,070402,10,317,0.03154574,0.03055061,8
CHI,334,070419,13,317,0.04100946,0.03932769,8
CHI,334,070421,6,317,0.01892745,0.0185692,8
CHI,334,070426,7,317,0.02208202,0.0215944,8
CHI,334,070437,1,317,0.003154574,0.003144623,8
CHI,334,070442,15,317,0.04731861,0.04507956,8
CHI,334,070443,15,317,0.04731861,0.04507956,8
CHI,334,070469,6,317,0.01892745,0.0185692,8
CHI,334,070489,5,317,0.01577287,0.01552409,8
CHI,334,070604,9,317,0.02839117,0.02758511,8
CHI,334,070611,9,317,0.02839117,0.02758511,8
CHI,334,070689,7,317,0.02208202,0.0215944,8
CHI,334,070702,23,317,0.07255521,0.06729095,8
CHI,334,070715,14,317,0.04416404,0.04221357,8
CHI,334,070718,1,317,0.003154574,0.003144623,8
CHI,334,072417,6,317,0.01892745,0.0185692,8
CHI,334,072621,2,317,0.006309148,0.006269343,8
CHI,334,072630,13,317,0.04100946,0.03932769,8
CHI,334,074065,1,317,0.003154574,0.003144623,8
CHI,334,074110,4,317,0.0126183,0.01245908,8
CHI,334,074802,7,317,0.02208202,0.0215944,8
CHI,334,074891,5,317,0.01577287,0.01552409,8
CHI,334,074892,4,317,0.0126183,0.01245908,8
CHI,334,074896,6,317,0.01892745,0.0185692,8
CHI,334,076871,3,317,0.009463723,0.00937416,8
CHI,334,077121,16,317,0.05047319,0.04792564,8
CHI,334,085002,3,317,0.009463723,0.00937416,7
CHI,334,087042,3,317,0.009463723,0.00937416,7
CHI,334,087070,6,317,0.01892745,0.0185692,7
CHI,334,190011,15,317,0.04731861,0.04507956,1
CHI,334,190013,12,317,0.03785489,0.0364219,1
CHI,334,190014,5,317,0.01577287,0.01552409,99
CHI,334,190021,4,317,0.0126183,0.01245908,99
CHI,334,190035,1,317,0.003154574,0.003144623,2
CHI,334,190204,5,317,0.01577287,0.01552409,3
CHI,334,190370,3,317,0.009463723,0.00937416,15
CHI,334,192850,5,317,0.01577287,0.01552409,12
CHI,335,034620,2,788,0.002538071,0.002531629,4
CHI,335,034686,2,788,0.002538071,0.002531629,4
CHI,335,034753,1,788,0.001269036,0.001267425,5
CHI,335,034834,2,788,0.002538071,0.002531629,5
CHI,335,034850,1,788,0.001269036,0.001267425,5
CHI,335,034851,1,788,0.001269036,0.001267425,5
CHI,335,035025,1,788,0.001269036,0.001267425,5
CHI,335,035026,1,788,0.001269036,0.001267425,5
CHI,335,039600,3,788,0.003807107,0.003792613,6
CHI,335,039603,1,788,0.001269036,0.001267425,6
CHI,335,039605,6,788,0.007614213,0.007556237,6
CHI,335,039606,6,788,0.007614213,0.007556237,6
CHI,335,039607,6,788,0.007614213,0.007556237,6
CHI,335,039680,1,788,0.001269036,0.001267425,6
CHI,335,039692,4,788,0.005076142,0.005050375,99
CHI,335,039757,6,788,0.007614213,0.007556237,4
CHI,335,050501,7,788,0.008883249,0.008804336,10
CHI,335,050503,3,788,0.003807107,0.003792613,10
CHI,335,050512,1,788,0.001269036,0.001267425,10
CHI,335,070003,1,788,0.001269036,0.001267425,9
CHI,335,070100,4,788,0.005076142,0.005050375,8
CHI,335,070116,30,788,0.03807107,0.03662166,8
CHI,335,070119,3,788,0.003807107,0.003792613,8
CHI,335,070219,1,788,0.001269036,0.001267425,8
CHI,335,070303,4,788,0.005076142,0.005050375,8
CHI,335,070307,2,788,0.002538071,0.002531629,8
CHI,335,070402,17,788,0.0215736,0.02110818,8
CHI,335,070419,41,788,0.05203046,0.04932329,8
CHI,335,070421,27,788,0.03426396,0.03308994,8
CHI,335,070425,4,788,0.005076142,0.005050375,8
CHI,335,070426,25,788,0.03172589,0.03071936,8
CHI,335,070442,45,788,0.0571066,0.05384544,8
CHI,335,070443,45,788,0.0571066,0.05384544,8
CHI,335,070460,4,788,0.005076142,0.005050375,8
CHI,335,070468,1,788,0.001269036,0.001267425,8
CHI,335,070469,21,788,0.02664975,0.02593954,8
CHI,335,070487,1,788,0.001269036,0.001267425,8
CHI,335,070489,12,788,0.01522843,0.01499652,8
CHI,335,070507,3,788,0.003807107,0.003792613,9
CHI,335,070604,7,788,0.008883249,0.008804336,8
CHI,335,070611,7,788,0.008883249,0.008804336,8
CHI,335,070689,28,788,0.035533,0.0342704,8
CHI,335,070702,44,788,0.05583756,0.05271973,8
CHI,335,070703,9,788,0.01142132,0.01129087,8
CHI,335,070707,22,788,0.02791878,0.02713932,8
CHI,335,070715,31,788,0.0393401,0.03779246,8
CHI,335,070718,1,788,0.001269036,0.001267425,8
CHI,335,072106,4,788,0.005076142,0.005050375,8
